"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","target.org.colour","slope.clean","new_slopes","rob_reg__slopes","p_values_olsr_slopes","r.square.olsr","ratio_slopes_rr_olsr"
"518","#REF!","AMT2","AMT2_059","","1996-04-30",-46.6136,-33.3946,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20.41,275.184967,35,"5",8.076767,0.039835,1,2.930923,20.41,20.41,NA,NA,0.21,NA,"gC m-3",NA,NA,NA,NA,1.03e+09,NA,8960000,6.42e+08,2900000,5220000,5520000,1980000,738000,576000,197000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18916148,"","Phytoplankton","phytoplankton","4","forestgreen",-1.18916148,-1.18916147983344,-1.19672015334319,0.000152709376941574,0.811912403987964,1.00635630523719
"519","#REF!","AMT2","AMT2_060","","1996-04-30",-46.6136,-33.3946,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,70,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20.41,275.184967,35,"5",8.076767,0.039835,1,2.930923,20.41,19.41,NA,NA,0.38,NA,"gC m-3",NA,NA,NA,NA,1.14e+09,NA,13600000,2.28e+08,518000,13800000,2180000,768000,472000,628000,46300,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.195240995,"","Phytoplankton","phytoplankton","4","forestgreen",-1.195240995,-1.19524099524974,-1.24449226342879,0.000154000884224741,0.811567134991012,1.04120614054807
"520","#REF!","AMT2","AMT2_061","","1996-05-01",-43.4269,-30.31,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.28,230.113708,36,"5",8.113935,0.031117,1,2,23.28,23.28,NA,NA,0.15,NA,"gC m-3",NA,NA,NA,NA,7.79e+08,NA,3210000,2.72e+08,248000,266000,2010000,432000,66500,25200,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39701571,"","Phytoplankton","phytoplankton","4","forestgreen",-1.39701571,-1.39701570976602,-1.37687161214956,0.00140916793755877,0.739837062336271,0.985580621816743
"521","#REF!","AMT2","AMT2_062","","1996-05-01",-43.4269,-30.31,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,110,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.28,230.113708,36,"5",8.113935,0.031117,1,2,23.28,18.27,NA,NA,0.31,0.93,"gC m-3",NA,NA,NA,NA,7.2e+08,NA,2140000,1.69e+08,NA,NA,1390000,128000,177000,351000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.285180995,"","Phytoplankton","phytoplankton","4","forestgreen",-1.285180995,-1.28518099525148,-1.36282793131808,0.00329293291693062,0.787092164708008,1.06041712149508
"522","#REF!","AMT2","AMT2_063","","1996-05-02",-40.7161,-27.6196,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24.55,228.929443,36,"4",8.15557,0.028,1,2,24.55,24.55,NA,NA,0.28,NA,"gC m-3",NA,NA,NA,NA,9.1e+08,NA,2240000,3.54e+08,580000,1780000,1270000,272000,236000,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.430456583,"","Phytoplankton","phytoplankton","4","forestgreen",-1.430456583,-1.43045658291557,-1.46821038759105,0.00364735508632878,0.723688078284451,1.02639283501487
"524","#REF!","AMT2","AMT2_065","","1996-05-03",-37.8635,-24.3494,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25.2,217.171967,36,"4",8.127575,0.027,1,2,25.2,25.2,NA,NA,0.18,NA,"gC m-3",NA,NA,NA,NA,9.1e+08,NA,1850000,3.32e+08,414000,1430000,1060000,608000,442000,75300,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.269008832,"","Phytoplankton","phytoplankton","4","forestgreen",-1.269008832,-1.26900883183083,-1.3297965974333,0.00219697361530478,0.710407283902767,1.04790176703302
"525","#REF!","AMT2","AMT2_066","","1996-05-03",-37.8635,-24.3494,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,100,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25.2,217.171967,36,"4",8.127575,0.027,1,2,25.2,22.43,NA,NA,0.27,NA,"gC m-3",NA,NA,NA,NA,7.67e+08,230000,6590000,2.24e+08,745000,2610000,1410000,32000,14800,100000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.190367826,"","Phytoplankton","phytoplankton","4","forestgreen",-1.190367826,-1.19036782562515,-1.30368755553782,0.00654531929576417,0.578846957045393,1.09519723825081
"526","#REF!","AMT2","AMT2_067","","1996-05-04",-35.5309,-19.9084,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27.36,198.068497,37,"4",8.120531,0.026191,0,2,27.36,27.36,NA,NA,0.17,NA,"gC m-3",NA,NA,NA,NA,1.05e+09,NA,3870000,2.91e+08,497000,3310000,633000,288000,429000,50100,NA,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.229807914,"","Phytoplankton","phytoplankton","4","forestgreen",-1.229807914,-1.22980791414866,-1.23211054952473,0.00093786372545829,0.764284391064399,1.00187235380299
"529","#REF!","AMT2","AMT2_070","","1996-05-05",-33.3054,-15.1714,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,150,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.18,168.011734,37,"4",8.155839,0.022314,0,2,28.18,23.22,NA,NA,0.28,NA,"gC m-3",NA,NA,NA,NA,1.28e+09,NA,1750000,2.06e+08,166000,419000,388000,48000,NA,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.659629103,"","Phytoplankton","phytoplankton","4","forestgreen",-1.659629103,-1.65962910315419,-1.64324679594023,0.00776172296403021,0.719648065134855,0.990128934814317
"530","#REF!","AMT2","AMT2_071","","1996-05-06",-31.4648,-11.2464,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.5,192.773148,36,"4",8.19654,0.023257,0,2,28.5,28.5,NA,NA,0.08,NA,"gC m-3",NA,NA,NA,NA,6.5e+08,NA,1370000,2.6e+08,497000,3540000,1060000,224000,296000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.271102442,"","Phytoplankton","phytoplankton","4","forestgreen",-1.271102442,-1.27110244201835,-1.35501244709612,0.0260522164323815,0.589755001250957,1.06601356611674
"531","#REF!","AMT2","AMT2_072","","1996-05-06",-31.4648,-11.2464,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,70,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.5,192.773148,36,"4",8.19654,0.023257,0,2,28.5,25.84,NA,NA,0.15,NA,"gC m-3",NA,NA,NA,NA,1.04e+09,NA,1950000,5.04e+08,1570000,2390000,1900000,64000,1000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.340428001,"","Phytoplankton","phytoplankton","4","forestgreen",-1.340428001,-1.34042800149347,-1.3370656786932,0.0295885603098248,0.573331476871504,0.99749160543924
"532","#REF!","AMT2","AMT2_073","","1996-05-06",-31.4648,-11.2464,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,130,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.5,192.773148,36,"4",8.19654,0.023257,0,2,28.5,22.82,NA,NA,0.3,0.14,"gC m-3",NA,NA,NA,NA,7.91e+08,NA,1170000,3.24e+08,497000,152000,633000,64000,281000,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.326074235,"","Phytoplankton","phytoplankton","4","forestgreen",-1.326074235,-1.32607423465838,-1.32428932182831,0.0130616381035827,0.60919326755903,0.998653986990637
"533","#REF!","AMT2","AMT2_074","","1996-05-07",-29.7628,-7.4763,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.58,241.757294,36,"4",8.245481,0.026,0,1,28.58,28.58,NA,NA,0.08,NA,"gC m-3",NA,NA,NA,NA,5.2e+08,NA,1660000,2.96e+08,1320000,1790000,2010000,112000,73800,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.467381501,"","Phytoplankton","phytoplankton","4","forestgreen",-1.467381501,-1.46738150135228,-1.5119950839889,0.00236085361670694,0.754891246060832,1.0304035337494
"534","#REF!","AMT2","AMT2_075","","1996-05-07",-29.7628,-7.4763,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,30,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.58,241.757294,36,"4",8.245481,0.026,0,1,28.58,28.54,NA,NA,0.2,NA,"gC m-3",NA,NA,NA,NA,6.73e+08,NA,5360000,3.01e+08,1240000,38100,1720000,NA,118000,NA,115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.259070897,"","Phytoplankton","phytoplankton","4","forestgreen",-1.259070897,-1.25907089695426,-1.24053788469285,0.0221407048633437,0.609927426875601,0.985280406090465
"535","#REF!","AMT2","AMT2_076","","1996-05-07",-29.7628,-7.4763,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,100,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.58,241.757294,36,"4",8.245481,0.026,0,1,28.58,23.22,NA,NA,0.52,0.28,"gC m-3",NA,NA,NA,NA,1.04e+09,NA,10600000,5.38e+08,248000,608000,2280000,640000,472000,301000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23131348,"","Phytoplankton","phytoplankton","4","forestgreen",-1.23131348,-1.23131348041779,-1.2250802096165,0.0128260445219781,0.611097062571435,0.994937706372305
"536","#REF!","AMT2","AMT2_077","","1996-05-08",-28.2124,-3.9165,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.39,346.751038,36,"4",8.252025,0.030522,0,1,28.39,28.39,NA,NA,0.12,NA,"gC m-3",NA,NA,NA,NA,5.2e+08,NA,876000,2.9e+08,497000,1370000,1040000,128000,236000,151000,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.156161991,"","Phytoplankton","phytoplankton","4","forestgreen",-1.156161991,-1.15616199062124,-1.18047979737158,0.00445252378619903,0.656999451949293,1.02103321728346
"537","#REF!","AMT2","AMT2_078","","1996-05-08",-28.2124,-3.9165,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,60,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.39,346.751038,36,"4",8.252025,0.030522,0,1,28.39,22.62,NA,NA,0.5,3.6,"gC m-3",NA,NA,NA,NA,1.33e+09,NA,7120000,5.71e+08,1820000,5120000,3980000,1810000,961000,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.375236019,"","Phytoplankton","phytoplankton","4","forestgreen",-1.375236019,-1.37523601876919,-1.36766253689793,0.00358064228322563,0.725085871137439,0.994492958301383
"538","#REF!","AMT2","AMT2_079","","1996-05-09",-26.3851,-0.1951,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.49,471.70224,35,"4",8.224133,0.044956,0,1,28.49,28.49,NA,NA,0.12,NA,"gC m-3",NA,NA,NA,NA,93400000,NA,2240000,3.25e+08,580000,1290000,1270000,16000,414000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.244350535,"","Phytoplankton","phytoplankton","4","forestgreen",-1.244350535,-1.2443505353374,-1.20385911698917,0.0372225967318563,0.542256677709246,0.967459797804618
"539","#REF!","AMT2","AMT2_080","","1996-05-09",-26.3851,-0.1951,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.49,471.70224,35,"4",8.224133,0.044956,0,1,28.49,26.57,NA,NA,0.31,NA,"gC m-3",NA,NA,NA,NA,8.63e+08,NA,2530000,4.17e+08,828000,2740000,2040000,8e+05,296000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.250747259,"","Phytoplankton","phytoplankton","4","forestgreen",-1.250747259,-1.25074725870039,-1.34705280197225,0.0235540196450677,0.602361576681576,1.0769984041774
"540","#REF!","AMT2","AMT2_081","","1996-05-09",-26.3851,-0.1951,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,70,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.63,471.70224,35,"4",8.224133,0.044956,0,1,28.63,22.34,NA,NA,0.69,0.67,"gC m-3",NA,NA,NA,NA,1.78e+09,NA,6900000,6.82e+08,2190000,759000,3300000,1690000,652000,NA,NA,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.311685896,"","Phytoplankton","phytoplankton","4","forestgreen",-1.311685896,-1.31168589610415,-1.29897339819433,0.00266640604680547,0.746517159075655,0.990308275903217
"541","#REF!","AMT2","AMT2_082","","1996-05-10",-24.8052,3.4015,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",28.63,419,35,"4",8.237021,0.036659,0,2,28.63,28.63,NA,NA,0.21,NA,"gC m-3",NA,NA,NA,NA,1.19e+09,NA,1890000,4.25e+08,518000,304000,1430000,80000,236000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.521911775,"","Phytoplankton","phytoplankton","4","forestgreen",-1.521911775,-1.52191177457737,-1.49843830241703,0.0197809321447275,0.623375255618424,0.984576325008739
"542","#REF!","AMT2","AMT2_083","","1996-05-10",-24.8052,3.4015,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,60,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.8,419,35,"4",8.237021,0.036659,0,2,26.8,17.73,NA,NA,0.49,11.31,"gC m-3",NA,NA,NA,NA,1.95e+09,NA,9530000,4.74e+08,1100000,NA,3600000,NA,192000,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.453611196,"","Phytoplankton","phytoplankton","4","forestgreen",-1.453611196,-1.45361119619889,-1.43864067329188,0.00981165673519534,0.766507799367845,0.989701150658915
"543","#REF!","AMT2","AMT2_084","","1996-05-11",-22.9468,7.5785,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.8,439.642792,35,"4",8.219562,0.036862,0,2,26.8,26.8,NA,NA,0.22,NA,"gC m-3",NA,NA,NA,NA,1.26e+09,NA,3600000,7.05e+08,2400000,152000,1780000,224000,785000,100000,254000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.192820734,"","Phytoplankton","phytoplankton","4","forestgreen",-1.192820734,-1.19282073362818,-1.14740273133999,0.00664174778004059,0.62281040280167,0.961923865535344
"544","#REF!","AMT2","AMT2_085","","1996-05-11",-22.9468,7.5785,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,50,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.16,439.642792,35,"4",8.219562,0.036862,0,2,26.16,18.33,NA,NA,0.81,6.23,"gC m-3",NA,NA,NA,NA,2.47e+09,692000,18200000,9.64e+08,10400000,6840000,6800000,2050000,1200000,50100,485000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.065441209,"","Phytoplankton","phytoplankton","4","forestgreen",-1.065441209,-1.06544120861852,-1.19755260995742,0.00334966995066447,0.593918965601997,1.12399689428327
"546","#REF!","AMT2","AMT2_087","","1996-05-12",-21.0588,11.7404,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26.16,835.626953,35,"4",8.198996,0.050305,1,2,26.16,18.53,NA,NA,1.64,7.15,"gC m-3",NA,NA,NA,NA,5.37e+09,4.79e+08,1.43e+08,2.13e+09,35000000,4880000,33600000,8630000,2500000,3290000,4460000,63600,97800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.174193587,"","Phytoplankton","phytoplankton","4","forestgreen",-1.174193587,-1.17419358710297,-1.16652813967736,6.35863736313089e-06,0.854040657963829,0.993471734637705
"548","#REF!","AMT2","AMT2_089","","1996-05-14",-21.4735,21.7646,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,70,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21.83,589.343628,36,"5",8.195241,0.053269,2,2,21.83,20.37,NA,NA,0.58,NA,"gC m-3",NA,NA,NA,NA,1.78e+09,NA,3100000,4.92e+08,1160000,3920000,2390000,368000,1240000,201000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.227828573,"","Phytoplankton","phytoplankton","4","forestgreen",-1.227828573,-1.22782857318888,-1.24309349382717,0.00935602598435176,0.642775871831995,1.01243245283816
"549","#REF!","AMT2","AMT2_090","","1996-05-15",-21.7865,26.5409,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21.35,330.400787,37,"5",8.230115,0.02887,0.256577,1,21.35,21.35,NA,NA,0.09,NA,"gC m-3",NA,NA,NA,NA,1.05e+09,NA,5160000,4.73e+08,1490000,190000,2920000,832000,414000,125000,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37104239,"","Phytoplankton","phytoplankton","4","forestgreen",-1.37104239,-1.37104238951272,-1.33600514989682,0.00149227252056681,0.736206932097439,0.974444816324624
"553","#REF!","AMT2","AMT2_094","","1996-05-17",-20.4248,35.6675,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.96,313.608582,36,"5",8.24305,0.0349,0.031962,1,16.96,16.96,NA,NA,0.13,NA,"gC m-3",NA,NA,NA,NA,1.24e+09,NA,27200000,4.86e+08,6130000,NA,2350000,608000,6050000,125000,254000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.208371746,"","Phytoplankton","phytoplankton","4","forestgreen",-1.208371746,-1.20837174575105,-1.20632992127444,0.00116579084341129,0.798444766214619,0.998310267736469
"554","#REF!","AMT2","AMT2_095","","1996-05-17",-20.4248,35.6675,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,60,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.96,313.608582,36,"5",8.24305,0.0349,0.031962,1,16.96,15.48,NA,NA,0.47,1.73,"gC m-3",NA,NA,NA,NA,1.31e+09,NA,4.2e+07,4.33e+08,1990000,NA,5240000,768000,1720000,100000,46300,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.329670639,"","Phytoplankton","phytoplankton","4","forestgreen",-1.329670639,-1.32967063858008,-1.32083918322948,4.93329806205757e-05,0.885491664157756,0.993358162907796
"555","#REF!","AMT2","AMT2_096","","1996-05-18",-19.9964,39.8961,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.12,380.749359,36,"5",8.236,0.043232,1,1,15.12,15.12,NA,NA,0.23,NA,"gC m-3",NA,NA,NA,NA,2.46e+09,2.29e+08,31900000,9.33e+08,1240000,NA,9240000,8e+05,652000,2260000,347000,NA,78200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.108853991,"","Phytoplankton","phytoplankton","4","forestgreen",-1.108853991,-1.10885399128314,-1.1132469145244,0.000293559035317279,0.783200210452206,1.00396167895868
"556","#REF!","AMT2","AMT2_097","","1996-05-18",-19.9964,39.8961,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.12,380.749359,36,"5",8.236,0.043232,1,1,15.12,14.53,NA,NA,0.3,0.08,"gC m-3",NA,NA,NA,NA,2.12e+09,2.4e+08,42600000,9.88e+08,4140000,NA,8630000,576000,738000,2260000,185000,NA,58600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.177075386,"","Phytoplankton","phytoplankton","4","forestgreen",-1.177075386,-1.17707538581284,-1.16307044968412,6.23314714786077e-05,0.845321762565248,0.988101920673519
