"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","slope_OSLR_max.to.NA","intercept_OSLR_max.to.NA","p_value_olsr","r.square.olsr","N.bins.used","x.value.of.maximum","rob_reg__slope","rob_reg_intercept","slope_ratio_OLSR_RR"
"2001","#REF!","sn010_2016_m130","1084","c_m130_066","16.09.16",-23,-0.9985,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4144,1,"Estimated from Biovolume","Rainer Kiko",2.69181,"Day",NA,NA,NA,"",NA,NA,NA,NA,25.9334,4.71587388258033,34.9091107997101,217.702901667069,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4947979643345,12.3374542431432,13.1158954989589,16.5607244270819,16.7843195789859,4.35069401358133,0.853787388827043,NA,1.46004816601852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32284013,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.32284013,-0.626016570494104,-1.50039733740835,0.03093580800202,0.639188450686606,7,1.53e-05,-1.4658268164443,-4.45141014244079,0.999999999999998
"2002","#REF!","sn010_2016_m130","1089","c_m130_067","16.09.16",-22.988,-1.011,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1210,1,"Estimated from Biovolume","Rainer Kiko",1.76616,"Day",NA,NA,NA,"",NA,NA,NA,NA,25.9279,8.49577232808617,34.8477264291632,145.263156586578,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5360028139672,8.44105726690259,17.5131191794474,11.9500198476407,1.67939655255575,10.5878694450919,4.89952054450248,1.16364379571026,3.29968346233743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87005946,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.87005946,-0.383004906748837,-0.596432106432342,0.0305687865262712,0.510440490468107,9,1.53e-05,-0.461413772805088,-0.577477425192124,0.999999999999997
"2004","#REF!","sn010_2016_m130","1091","c_m130_069","16.09.17",-23.0001666666667,-1.666,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4987,2,"Estimated from Biovolume","Rainer Kiko",3.38085,"Night",NA,NA,NA,"",NA,NA,NA,NA,25.9402,4.04747304295464,34.8745875150542,219.030215075377,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.524647062167,21.0320228020346,18.8491939827504,10.2341259088175,12.3054235691331,3.81516796641542,1.58531261513029,0.937912140845976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.333469177,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.333469177,-0.78659117310808,-2.0626991770891,0.000749687076452954,0.914473443867257,7,3.05e-05,-0.301881646398684,-0.437550015130819,1
"2005","#REF!","sn010_2016_m130","1092","c_m130_070","16.09.17",-23.0003333333333,-1.99933333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4614,2,"Estimated from Biovolume","Rainer Kiko",2.31957,"Night",NA,NA,NA,"",NA,NA,NA,NA,25.8542,4.21837721843003,34.8792047141638,218.051589163823,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7488803417003,23.6423264337177,14.0438805152991,11.9271360624008,9.18601401627054,7.92741671356947,2.01902103957526,1.30521555776732,0.991799575567524,0.764112723455124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45580799,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.45580799,-0.664027219214989,-1.55885136884526,1.01053006746332e-05,0.947121321244571,9,3.05e-05,-1.1860668642178,-3.57371544814653,1
"2006","#REF!","sn010_2016_m130","1094","c_m130_071","16.09.17",-23.0013333333333,-2.50266666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5854,2,"Estimated from Biovolume","Rainer Kiko",3.76893,"Day",NA,NA,NA,"",NA,NA,NA,NA,25.8565,3.49512190867111,34.8399669745168,218.30997263554,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.520298996084,16.0455323259557,13.6047713900094,17.0452537431884,12.0259136359686,10.7300003577454,4.69790606635369,NA,NA,2.69650850352963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.748793307,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.748793307,-0.309541438878918,-0.102757457741398,0.00846032822086277,0.779445144213794,7,1.53e-05,-0.660645992695647,-1.64235950515606,1.02016664859604
"2007","#REF!","sn010_2016_m130","1096","c_m130_072","16.09.17",-23.001,-2.99916666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5544,1,"Estimated from Biovolume","Rainer Kiko",3.22542,"Night",NA,NA,NA,"",NA,NA,NA,NA,25.8201,3.69368660408016,34.8546364686767,215.56276403683,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6264656751955,33.2453975767825,34.6369558422911,27.0719996715668,5.49324399342321,6.146012057912,1.69916249602927,1.73499666834183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.265235829,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.265235829,-0.954557303350509,-2.47632610729129,0.00298608809305973,0.912109705942553,6,6.1e-05,-0.97624465592831,-2.11339997272757,1
"2009","#REF!","sn010_2016_m130","1099","c_m130_074","16.09.18",-23.0006666666667,-3.499,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5503,2,"Estimated from Biovolume","Rainer Kiko",3.19968,"Night",NA,NA,NA,"",NA,NA,NA,NA,25.6977,3.6936448244497,34.8527636529016,216.250700382027,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2135115847767,10.4263874379762,16.9033421360859,19.633125381826,9.44484588723341,5.56515969879503,3.21630884371644,3.63963441643539,1.11804008158681,1.53084004230359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.735368594,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.735368594,-0.636052419964204,-1.29826668414182,0.000822571057781243,0.9112833099374,7,0.000122,-0.378405393692384,-0.930636638054792,0.999998857394368
"2010","#REF!","sn010_2016_m130","1100","c_m130_075","16.09.18",-23.0008333333333,-3.9985,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5930,1,"Estimated from Biovolume","Rainer Kiko",3.60063,"Day",NA,NA,NA,"",NA,NA,NA,NA,25.7071,3.50183588791357,34.8436037643484,217.402216407833,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0330081912964,14.5301397255189,12.9983277170708,20.159441349195,14.2423808559589,7.50714351618537,2.03062684142018,0.807373641944304,NA,2.20354817546111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.185969424,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.185969424,-1.20911385481008,-3.29426803697141,0.00374014428420739,0.95770092506016,5,0.000122,-1.06488557751387,-3.0128512009164,1
"2012","#REF!","sn010_2016_m130","1104","c_m130_077","16.09.19",-23.0005,-4.9995,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5256,1,"Estimated from Biovolume","Rainer Kiko",4.66092,"Night",NA,NA,NA,"",NA,NA,NA,NA,25.8238,3.82783062273853,34.8594397257665,215.04268139402,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88860962829419,1.00055545048979,13.588899882621,7.31011737477514,5.91088176295987,3.14860814272286,3.20453519976417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.206694458,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.206694458,-0.538170319363674,-1.18962278467492,0.00854838924304693,0.92707491824603,5,6.1e-05,-2.72242096176896,-8.63286715866101,1
"2014","#REF!","sn010_2016_m130","1108","c_m130_079","16.09.21",-32.0016666666667,-11.4996666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5091,1,"Estimated from Biovolume","Rainer Kiko",3.28284,"Night",NA,NA,NA,"",NA,NA,NA,NA,25.7865,4.19429294140779,34.9188376130554,221.898670861188,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85926966143624,7.35638893873481,7.15018512457072,4.40570329691768,2.31040227257452,1.19672370543029,NA,0.91140681107128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.713483944,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.713483944,-0.686965183059641,-2.12719879294763,0.00759153498614805,0.932545695703882,5,3.05e-05,-0.335216272982204,-0.72850129911916,1
"2016","#REF!","sn010_2016_m130","1110","c_m130_081","16.09.22",-32.8851666666667,-11.501,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3527,2,"Estimated from Biovolume","Rainer Kiko",4.0194,"Day",NA,NA,NA,"",NA,NA,NA,NA,26.1801,5.3483853166714,34.9469517182619,211.959792672536,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.60152911890646,8.08774211432352,5.0296596087044,5.53881845561073,3.34465833366665,2.22039897325703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.505372465,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.505372465,-0.431843805358296,-1.04536810398487,0.0117367029151064,0.910238415945633,5,3.05e-05,-0.287550998968334,-0.0869926312694576,1.06575887667931
"2033","#REF!","sn010_2016_m130","1143","c_m130_100","16.09.28",-34.9598333333333,-5.649,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,300,2,"Estimated from Biovolume","Rainer Kiko",2.64825,"Night",NA,NA,NA,"",NA,NA,NA,NA,26.9106,20.6006108108108,36.4060837837838,197.36402027027,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9868475428104,3.12477205011666,2.8982155443504,4.58522671174677,0.739808020313526,0.844582345271801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.692551563,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.692551563,-0.525622809785039,-1.78410529493819,0.049170796456009,0.661010895043022,6,1.53e-05,-0.42191510241225,-0.65773046603091,1.02586460296393
"2034","#REF!","sn010_2016_m130","1144","c_m130_101","16.09.28",-34.9333333333333,-5.638,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,686,1,"Estimated from Biovolume","Rainer Kiko",1.74141,"Night",NA,NA,NA,"",NA,NA,NA,NA,26.8588,13.8812832844575,35.4295960410557,191.957434017595,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6841184610241,10.2324508569438,9.47093836772918,2.60475910499243,1.67606979508097,1.60240319181083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704549304,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",0.704549304,-0.734029177394426,-2.31669255588388,0.00301651932413629,0.911669958451799,6,1.53e-05,-0.420071295546732,-0.53605047962316,1
"2043","#REF!","sn010_2016_m130","1153","c_m130_110","16.09.29",-33.0003333333333,-5.29466666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1475,1,"Estimated from Biovolume","Rainer Kiko",2.07801,"Day",NA,NA,NA,"",NA,NA,NA,NA,26.8085,7.89716709286676,34.8629097577389,161.985551816958,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45562588547652,11.6732567415908,23.595214551775,22.7765353298974,15.4077831081443,2.02869347250973,1.30108220526235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.861483522,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.861483522,-1.18470413907738,-3.41185426355602,0.0231582781778945,0.860329948481159,5,6.1e-05,-0.758149201524154,-1.95795202757942,1.03109787554606
"2045","#REF!","sn010_2016_m130","1155","c_m130_112","16.09.30",-32.001,-5.11616666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4552,1,"Estimated from Biovolume","Rainer Kiko",3.02544,"Day",NA,NA,NA,"",NA,NA,NA,NA,26.7155,4.37841038047064,34.892761952936,217.557970090169,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4352495520258,9.97145476402756,20.970214077197,17.5260797780687,16.8609644429416,7.89198148203306,4.60711169837516,3.75057990700192,NA,2.16475086099735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.767950096,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.767950096,-0.551141975728729,-0.920230810122433,0.00192449445228249,0.929226546763375,6,6.1e-05,-0.446677334895074,-1.17801118449643,1
"2048","#REF!","sn010_2016_m130","1158","c_m130_115","16.09.30",-31.0011666666667,-4.99983333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4554,1,"Estimated from Biovolume","Rainer Kiko",3.069,"Night",NA,NA,NA,"",NA,NA,NA,NA,26.8953,4.37249518681319,34.889622021978,215.620668131868,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31779235707326,NA,19.488568073735,23.4719218259046,14.2842966020634,15.7228786833084,3.94328234336739,5.0750387742816,1.6852131150175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.955916836,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.955916836,-0.727710798948472,-1.42525143146191,0.00559433387520275,0.880391812160116,6,0.000122,-0.926588379719199,-2.85433723858975,1
"2059","#REF!","sn010_2016_m131","1193","c_m131_012","16.10.20",12.25,-11,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1596,2,"Estimated from Biovolume","Rainer Kiko",3.66399,"Night",26,1155.45435,35,"4",8.210057,0.070436,3,2,21.3245,7.47575452830189,34.8738749685535,107.479056603774,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9636254620259,13.0688088637289,18.0527367129015,31.7253423362446,4.69570717664413,12.0767915447794,2.7446418258454,1.02145641015035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.077942642,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.077942642,-1.06855570619488,-2.79791243092375,0.0468777662808502,0.780609741279138,5,0.000122,-0.380845199821684,-0.732281892408803,1.01135138250677
"2061","#REF!","sn010_2016_m131","1208","c_m131_014","16.10.23",10.89667,-6.60667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1619,2,"Estimated from Biovolume","Rainer Kiko",2.58687,"Day",26,2084.68945,34,"4",8.219955,0.14057,1,2,25.9266,7.60198271375465,34.8906066294919,127.887812887237,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15874986106927,13.0635891111545,11.1467334641453,9.48728749525731,5.38109616859052,5.40675526239488,3.92973255791602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.051440588,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.051440588,-0.360344012740397,-0.489572472771073,0.00105774454483325,0.947363984617353,6,3.05e-05,-0.668922265414946,-1.45128922867796,1
"2062","#REF!","sn010_2016_m131","1210","c_m131_015","16.10.23",11,-6.56667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1434,2,"Estimated from Biovolume","Rainer Kiko",1.90278,"Day",26,2188.10181,34,"4",8.219902,0.185425,1,2,25.7442,8.18127400419287,34.8958682040531,118.366142557652,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38957728551622,20.6845108179052,10.0465872186336,5.90334931893181,6.9139887061164,2.07065334323646,NA,1.09957329441461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.068994043,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.068994043,-0.71799011302674,-1.96103527561606,0.0184971587732453,0.87925606605379,5,3.05e-05,-0.485379168608093,-1.13941697595235,1.03099759502278
"2063","#REF!","sn010_2016_m131","1212","c_m131_016","16.10.23",11.09982,-6.535,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1165,2,"Estimated from Biovolume","Rainer Kiko",1.67508,"Day",26,2286.25024,34,"4",8.219913,0.209756,1,2,25.6003,9.09649732988803,34.9097098191215,104.435633074935,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6461084314647,8.12893936986734,21.3438648178029,10.0352778818531,11.4187295317373,4.76780770625723,2.84793493699693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.132555482,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.132555482,-0.688348736995942,-1.58242061317302,0.00982019066527457,0.920128355481574,5,6.1e-05,-1.65183245830715,-5.02262411578402,1
"2074","#REF!","sn010_2016_m131","1246","c_m131_030","16.10.27",12.91667,-10.88815,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1271,2,"Estimated from Biovolume","Rainer Kiko",2.32155,"Night",26,1263.98206,35,"4",8.210007,0.088479,3,2,22.6893,8.53818441455696,34.8660172468354,91.6984006334125,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9723793368893,13.1735843542526,29.165419776006,16.4915806966987,14.3087580926441,1.54126118665704,1.20261641539581,NA,1.09669852689143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.900841704,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.900841704,-1.26157463188393,-3.7363179685952,0.0174904291003647,0.883567336618848,5,6.1e-05,-0.519769586674865,-1.21510474777275,1.21208901970702
"2075","#REF!","sn010_2016_m131","1248","c_m131_031","16.10.28",13.00833,-10.84382,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1210,2,"Estimated from Biovolume","Rainer Kiko",2.93634,"Night",26,1301.0929,35,"4",8.21,0.093957,3,2,23.0174,8.88134081463009,34.9200345802161,90.5409975062344,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06596354085745,18.5369754641053,15.2536187650784,18.2377573412624,6.03341738373389,2.41880791406597,1.03124287804203,1.01093851151742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.728494624,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.728494624,-0.83122639766479,-2.30358433726635,0.000913658833790862,0.907530558708562,7,3.05e-05,-0.650163972051376,-1.61906270257175,1.0018100248919
"2076","#REF!","sn010_2016_m131","1250","c_m131_032","16.10.28",13.05267,-10.79888,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1143,1,"Estimated from Biovolume","Rainer Kiko",1.68597,"Night",25.988918,1313.88745,35,"4",8.210038,0.096568,3,2,23.2279,9.07222759226713,34.9166507029877,87.2170123022847,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02584530994897,9.34561476933048,27.4729474166477,18.7432865127845,8.33799446885723,7.27211936297789,1.9270223428625,4.84588244446994,NA,1.23750565733236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.721866636,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.721866636,-0.644451026880742,-1.32029026004844,0.0214720012500492,0.770608659352148,6,6.1e-05,-1.33612337631076,-5.60611732226366,0.999999999999998
"2077","#REF!","sn010_2016_m131","1254","c_m131_034","16.10.28",13.13333,-10.73308,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,690,1,"Estimated from Biovolume","Rainer Kiko",2.02356,"Day",25.935936,1327,35,"4",8.210189,0.107294,3,2,24.5717,12.2989943065693,35.1691173722628,63.8663357664234,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04044806335717,11.1770848576497,12.4326180369848,8.94208198992924,5.587043125534,5.80051290903863,2.13585635466189,NA,0.879502846921674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.885694717,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.885694717,-0.5705741719292,-1.28396696596695,0.0165486384432014,0.887683940296276,5,6.1e-05,-0.283611435790445,-0.427731004667418,0.919350038188607
"2085","#REF!","sn010_2016_m131","1275","c_m131_042","16.10.30",11.21783,-14.95038,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,2918,3,"Estimated from Biovolume","Rainer Kiko",3.22344,"Day",22.461344,1079.396,35,"4",8.203039,0.120194,4,3,23.123,5.47424974235658,34.8897042253521,159.692521470285,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80747733462497,16.1031140730712,23.6431643530705,20.4375229012462,13.5628172928369,3.20342195688963,2.5580019421699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.169594499,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.169594499,-0.908747128607014,-2.33686853234136,0.0142991310818412,0.89788103859211,5,6.1e-05,-0.134971857173164,0.430319587858248,1
"2086","#REF!","sn010_2016_m131","1277","c_m131_043","16.10.30",11.35133,-15.01583,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,2705,1,"Estimated from Biovolume","Rainer Kiko",3.23235,"Day",22.755636,1111.78577,35,"4",8.203,0.116304,4,3,17.8586,5.68060770655798,34.8944954057058,154.73336050389,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0253174444173,15.7744943175379,33.1605792516612,27.5611327103755,25.3396892060652,18.5199380639909,4.1716671991818,1.41907030085341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.144751627,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.144751627,-0.89573469023621,-2.03357355610547,0.0116595373438669,0.828991642211528,6,6.1e-05,-0.340990518270978,-0.140288687625789,0.973676978186647
