ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,sizerangeminimum_g,sizerangeMax_g,size_range_minimum_micron,size_range_maximum_micron,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST_model,primprod,salinity,O2_dissolved,pH,chla_model,nitrate_model,silicate_model,SST_C_insitu,Temperature_C_insitu,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m3_insitu,Nitrate__uM_L1_insitu,log_mm3_individual_insitu,-10.2041199826559,-9.90308998699194,-9.60205999132796,-9.30102999566398,-9,-8.69897000433602,-8.39794000867204,-8.09691001300806,-7.79588001734408,-7.4948500216801,-7.19382002601611,-6.89279003035213,-6.59176003468815,-6.29073003902417,-5.98970004336019,-5.68867004769621,-5.38764005203223,-5.08661005636825,-4.78558006070427,-4.48455006504029,-4.1835200693763,-3.88249007371232,-3.58146007804834,-3.28043008238437,-2.97940008672038,-2.6783700910564,-2.37734009539242,-2.07631009972843,-1.77528010406445,-1.47425010840047,-1.17322011273649,-0.872190117072509,-0.571160121408528,-0.270130125744547,0.0308998699194346,0.33192986558341,0.632959861247397,0.933989856911378,1.23501985257536,1.53604984823934,1.83707984390332,2.1381098395673,2.43913983523128,2.74016983089526,3.04119982655924,3.34222982222323,3.64325981788721,3.94428981355119,4.24531980921517,4.54634980487915,4.84737980054313,5.14840979620711,5.4494397918711,5.75046978753507,6.05149978325976,6.35252977892375,slope,Std.Error,minimum,maximum,comment,Conductivity_Mathilde,Salinity_Mathilde,Oxygen_Mathilde,AOU_Mathilde,MLD_Mathilde,Phosphates_Mathilde,Silicates_Mathilde,Temperature_Mathilde,Nitrates_Mathilde,Biomass_phytoplankton__ug_m3,,,,,,,,,,,,,
781,Meteor,M48/5,Benguela_355,,2000-10-27,13,-25.3,Phytoplankton,4,Niskin,Bottles,,,,5,150,20,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,16,1193.1,35,5,8.194,0.099487,4,6,15.6,15.6,NaN,,0.81,0.04,mm3,m-3,mm-3,0,0,0,0,0,0,4130490000,529550000,0,240000,1779170000,7740000,2080000,20720000,2040000,1040000,2960000,340000,0,80000,0,60000,0,0,0,-20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.92536,,,,,4.36266756057739,35.17138671875,0.260243564844132,-7.91480159759521,58.1910934448242,0.676506996154785,2.03762149810791,15.4385099411011,5.61319971084595,17.84,,,,,,
782,Meteor,M48/5,Benguela_356,,2000-10-28,13.7333,-25.5833,Phytoplankton,4,Niskin,Bottles,,,,5,150,2,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,15,1272.69,35,5,8.1959,0.142222,4.3294,7,15.08,15.08,NaN,,1.92,0.06,mm3,m-3,mm-3,0,0,0,0,0,0,6067130000,7655780000,400000,1440000,2969240000,3840000,1200000,45920000,5720000,240000,940000,1040000,140000,180000,20000,0,0,20000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.91932,,,,,4.2511510848999,35.0404891967773,0.268102377653122,-7.90915584564209,51.9114379882812,0.84982031583786,3.493985414505,14.3309097290039,7.31413078308105,33.78,,,,,,
783,Meteor,M48/5,Benguela_357,,2000-10-28,13.9167,-25.15,Phytoplankton,4,Niskin,Bottles,,,,5,150,10,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.973,1789.71,35,5,8.1951,0.170712,4.8683,7.8683,14.93,14.93,NaN,,1.27,0.05,mm3,m-3,mm-3,0,0,0,0,0,0,5401410000,6475640000,0,0,1077270000,560000,480000,14000000,2160000,0,900000,120000,20000,100000,20000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.305,,,,,4.2511510848999,35.0404891967773,0.268102377653122,-7.90915584564209,51.9114379882812,0.84982031583786,3.493985414505,14.3309097290039,7.31413078308105,17.62,,,,,,
784,Meteor,M48/5,Benguela_358,,2000-10-28,14.1,-25.1167,Phytoplankton,4,Niskin,Bottles,,,,5,150,10,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.382,2722.95,35,5,8.1959,0.190583,5,8,14.85,14.85,NaN,,1.35,0.05,mm3,m-3,mm-3,0,0,0,0,0,0,6430250000,1013710000,160000,45630000,1118490000,160000,320000,46640000,17280000,0,1200000,340000,500000,0,40000,0,0,0,0,-40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.84491,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,18.29,,,,,,
785,Meteor,M48/5,Benguela_359,,2000-10-28,14.2833,-25.0833,Phytoplankton,4,Niskin,Bottles,,,,5,150,2,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.022,2723.07,34.854,5,8.196,0.216307,5,8,14.78,14.78,NaN,,1.74,0.07,mm3,m-3,mm-3,0,0,0,0,0,0,5492190000,1437350000,560000,60520000,2182470000,3000000,240000,139780000,35860000,160000,6120000,920000,1600000,0,60000,0,0,40000,0,-40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81473,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,33.23,,,,,,
786,Meteor,M48/5,Benguela_360,,2000-10-28,14.3,-25.1,Phytoplankton,4,Niskin,Bottles,,,,5,150,25,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.022,2723.07,34.854,5,8.196,0.216307,5,8,20.06,20.06,NaN,,2.08,0.03,mm3,m-3,mm-3,0,0,0,0,0,0,4206140000,75650000,560000,0,1732680000,3880000,320000,136280000,63320000,0,7980000,1440000,1700000,20000,160000,0,0,60000,0,-20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.72308,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,30.17,,,,,,
787,Meteor,M48/5,Benguela_361,,2000-10-28,14.4667,-25.05,Phytoplankton,4,Niskin,Bottles,,,,5,150,14,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14,3232.81,34.05,5,8.196,0.256553,5,8,14.7,14.7,NaN,,3.38,0.04,mm3,m-3,mm-3,0,0,0,0,0,0,9789110000,2087940000,240000,30260000,1527940000,0,0,82680000,30340000,80000,2320000,700000,3060000,60000,160000,0,0,220000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.80877,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,30.65,,,,,,
788,Meteor,M48/5,Benguela_362,,2000-10-28,14.65,-25.0167,Phytoplankton,4,Niskin,Bottles,,,,5,150,2,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.147,3304.52,34,5,8.196,0.332828,5,8.9575,14.63,14.63,NaN,,3.25,0.07,mm3,m-3,mm-3,0,0,0,0,0,0,3056260000,0,5600000,17530000,9963340000,64000000,0,1789200000,97600000,4000000,10400000,7000000,900000,0,60000,0,0,200000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77297,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,154.06,,,,,,
789,Meteor,M48/5,Benguela_363,,2000-10-28,14.6667,-25.0333,Phytoplankton,4,Niskin,Bottles,,,,5,150,7,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.147,3304.52,34,5,8.196,0.332828,5,8.9575,14.63,14.63,NaN,,3.25,0.06,mm3,m-3,mm-3,0,0,0,0,0,0,3252950000,0,5200000,0,1671700000,22400000,0,1050200000,33400000,800000,26000000,1000000,1200000,0,600000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75193,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,66.2,,,,,,
790,Meteor,M48/5,Benguela_364,,2000-10-28,14.7333,-25,Phytoplankton,4,Niskin,Bottles,,,,5,150,2,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.748,3304.04,34,5,8.196,0.356139,5,9,14.63,14.63,NaN,,3.25,0.07,mm3,m-3,mm-3,0,0,0,0,0,0,2103070000,0,8000000,0,5488300000,104000000,0,3532100000,66000000,8000000,3000000,4700000,700000,0,3000000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71769,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,54.94,,,,,,
791,Meteor,M48/5,Benguela_365,,2000-10-28,14.75,-25.0167,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.748,3304.04,34,5,8.196,0.356139,5,9,14.63,14.63,NaN,,3.25,0.06,mm3,m-3,mm-3,0,0,0,0,0,0,2678010000,0,4000000,0,4928030000,0,0,1500000000,75000000,0,0,700000,200000,0,1200000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81886,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,101.25,,,,,,
792,Meteor,M48/5,Benguela_366,,2000-10-28,14.7667,-25.0333,Phytoplankton,4,Niskin,Bottles,,,,5,150,10,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.748,3304.04,34,5,8.196,0.356139,5,9,14.7,14.7,NaN,,3.25,0.05,mm3,m-3,mm-3,0,0,0,0,0,0,2390540000,0,24000000,16000000,3072440000,0,0,1581000000,56400000,300000,0,0,800000,0,400000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.80014,,,,,4.0781569480896,34.8630867004395,0.27947610616684,-8,46.7837524414062,1.114337682724,5.60783529281616,12.7397909164429,9.24683856964111,89.24,,,,,,
793,PATEX6,P601,,2008-10-13,-54.057,-36.38,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,15.235,1687.51,33,5.8438,8.0598,0.138425,2,5,11.9,11.9,33.31,,4.12,0.27,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,60000,3091230233,3000,1500,59086533.33,7876866.667,6000,3067500,84500,3322066.667,460000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01433,,,,,3.82427597045898,32.1265869140625,0.288177490234375,-7.82337951660156,20.1134147644043,0.642746210098267,4.55676984786987,13.2201995849609,5.27923488616943,49.24,,,,,,,
794,PATEX6,P603,,2008-10-13,-53.283,-36.6,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,18.075,871.47,34,5,8.063,0.097778,2,4,17.2,17.2,34.42,,0.4,0.09,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1452600,178312333.3,3157566.667,31560666.67,42323433.33,84500,9075133.333,3295833.333,700000,17975933.33,60000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46808,,,,,4.11004638671875,33.4134902954102,0.270790755748749,-7.86978054046631,29.0883827209473,0.569929480552673,4.18209886550903,14.3670997619629,3.46796703338623,38.55,,,,,,,
795,PATEX6,P605,,2008-10-13,-52.402,-36.8283,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,19,391,34.886,5,8.0671,0.055104,2,4,18,18,35.97,,0.43,0.32,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,20000,174696200,3000,1500,25310033.33,8607966.667,6000,4420800,66000,2829700,20000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,4.32685565948486,34.274600982666,0.256849318742752,-7.99448490142822,45.2010307312012,0.48089936375618,3.7530677318573,15.538200378418,2.31416583061218,11.48,,,,,,,
796,PATEX6,P606,,2008-10-14,-53.096,-37.36,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,18.871,704.29,34,5,8.0639,0.072683,2.5802,4,17.5,17.5,34.78,,0.27,0.25,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,140000,88030900,7215366.667,1352600,12053166.67,1357100,6000,1695600,264500,8566233.333,40000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42828,,,,,4.07439184188843,34.1267890930176,0.274040460586548,-7.95845699310303,34.9828186035156,0.540801048278809,3.61439704895019,13.6141004562378,3.37112307548523,16.54,,,,,,,
797,PATEX6,P607,,2008-10-14,-53.096,-37.36,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,18.871,704.29,34,5,8.0639,0.072683,2.5802,4,17.5,17.5,34.56,,0.19,0.51,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,40000,103374166.7,22994200,3606933.333,16560100,1824966.667,1704500,2034100,323000,3799066.667,60000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35939,,,,,4.07439184188843,34.1267890930176,0.274040460586548,-7.95845699310303,34.9828186035156,0.540801048278809,3.61439704895019,13.6141004562378,3.37112307548523,10.9,,,,,,,
798,PATEX6,P608,,2008-10-14,-54.164,-38.0417,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,16,1142.26,34,6,8.0608,0.099308,3,4,8.7,8.7,33.85,,0.7,0.22,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,107425066.7,3000,1500,39229900,2988200,1004733.333,7902533.333,46000,3551200,640000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,3.84305119514465,34.1842880249023,0.295166313648224,-7.67474746704102,33.4739379882812,0.632359683513641,3.58986783027649,11.449990272522,4.4650993347168,15.62,,,,,,,
799,PATEX6,P609,,2008-10-14,-54.593,-38.3578,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.211,1263.93,34,6,8.061,0.113923,3,4,8.4,8.4,33.87,,0.36,0.29,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,40000,100215800,3000,1500,24351300,2828200,493866.6667,7560566.667,7500,1286000,460000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,3.84305119514465,34.1842880249023,0.295166313648224,-7.67474746704102,33.4739379882812,0.632359683513641,3.58986783027649,11.449990272522,4.4650993347168,10.14,,,,,,,
800,PATEX6,P610,,2008-10-15,-55.047,-38.6205,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,12.932,1631.68,34,6,8.0617,0.130419,3.0856,4,8.3,8.3,33.91,,1.3,0.34,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,200000,211093333.3,296219400,65826533.33,77051266.67,7575366.667,84744666.67,13020333.33,164500,2861833.333,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.88268,,,,,3.66510343551636,34.0256881713867,0.314153611660004,-7.59671783447266,30.8262100219727,0.710886359214783,3.76407742500305,10.0148000717163,5.50070953369141,49.32,,,,,,,
801,PATEX6,P611,,2008-10-15,-54.257,-38.5325,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,15,1055.49,34,6,8.0614,0.098429,3,4,8.4,8.4,33.96,,0.91,0.36,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,68374466.67,29307833.33,1352600,47851633.33,2477333.333,1807966.667,26736866.67,7500,507500,20000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37748,,,,,3.84305119514465,34.1842880249023,0.295166313648224,-7.67474746704102,33.4739379882812,0.632359683513641,3.58986783027649,11.449990272522,4.4650993347168,18.68,,,,,,,
802,PATEX6,P612,,2008-10-15,-53.867,-38.4657,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,16,853.02,34,6,8.062,0.091853,3,4,8.6,8.6,34.02,,1.19,0.35,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,120000,189978533.3,84312066.67,36069333.33,70862600,9831200,94470666.67,12669700,1715600,4237566.667,280000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32086,,,,,4.02756643295288,34.5294990539551,0.277672231197357,-8,39.1944046020508,0.544212222099304,3.2584228515625,12.8463907241821,3.53779816627502,49.62,,,,,,,
803,PATEX6,P613,,2008-10-16,-53.522,-38.4303,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,17.023,785,34,5.0824,8.062,0.084552,3,4,13.9,13.9,33.04,,1.02,0.34,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,54172200,1354100,3606933.333,8570966.667,6767500,132617800,9447733.333,146000,3006233.333,2260000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,4.02756643295288,34.5294990539551,0.277672231197357,-8,39.1944046020508,0.544212222099304,3.2584228515625,12.8463907241821,3.53779816627502,50.37,,,,,,,
804,PATEX6,P614,,2008-10-16,-53.207,-38.3845,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,18,630.47,34,5,8.063,0.07838,3,3.0784,18.8,18.8,35.99,,0.3,0.17,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,3008845833,3157566.667,1500,926233.3333,906233.3333,6000,10500,7500,10500,20000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.74216,,,,,4.02756643295288,34.5294990539551,0.277672231197357,-8,39.1944046020508,0.544212222099304,3.2584228515625,12.8463907241821,3.53779816627502,35.42,,,,,,,
805,PATEX6,P615,,2008-10-16,-53.569,-38.2517,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,17.203,793.92,34,5,8.062,0.082963,3,4,16.9,16.9,34.52,,0.4,0.42,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,180000,95251666.67,20289000,16682066.67,34089566.67,1844966.667,184500,1987966.667,983000,24612233.33,20000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45844,,,,,4.02756643295288,34.5294990539551,0.277672231197357,-8,39.1944046020508,0.544212222099304,3.2584228515625,12.8463907241821,3.53779816627502,44.51,,,,,,,
806,PATEX6,P616,,2008-10-16,-53.697,-38.0977,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,17,862.8,34,5.9018,8.0617,0.089472,3,4,13.6,13.6,33.05,,1.49,0.22,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,100000,136782000,4508666.67,2705200,9500333.333,1924966.667,673866.67,1056866.667,423000,3660566.667,100000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34242,,,,,4.02756643295288,34.5294990539551,0.277672231197357,-8,39.1944046020508,0.544212222099304,3.2584228515625,12.8463907241821,3.53779816627502,9.64,,,,,,,
807,PATEX6,P617,,2008-10-16,-53.796,-37.9538,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,17,933.89,34,5.9426,8.0613,0.09361,3,4,11.7,11.7,33.58,,1.26,0.22,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,782328633.7,3613033.333,1500,3162066.7,124500,6000,459866.67,26000,10500,20000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.54484,,,,,4.07439184188843,34.1267890930176,0.274040460586548,-7.95845699310303,34.9828186035156,0.540801048278809,3.61439704895019,13.6141004562378,3.37112307548523,9.75,,,,,,,
808,PATEX6,P618,,2008-10-16,-53.794,-37.8077,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,17,968,34,5.757,8.0613,0.092195,3,4,12.3,12.3,33.57,,1.31,0.21,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,514628900.3,12641866.67,1500,7500,43000,6000,29000,7500,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78415,,,,,4.07439184188843,34.1267890930176,0.274040460586548,-7.95845699310303,34.9828186035156,0.540801048278809,3.61439704895019,13.6141004562378,3.37112307548523,6.32,,,,,,,
809,PATEX6,P619,,2008-10-16,-53.845,-37.5945,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,16.898,986.52,34,6,8.061,0.101042,3,4,10.4,10.4,33.89,,1.96,0.29,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,168818833.3,12641866.67,1500,3160566.667,924733.3333,6000,29000,26000,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75602,,,,,4.07439184188843,34.1267890930176,0.274040460586548,-7.95845699310303,34.9828186035156,0.540801048278809,3.61439704895019,13.6141004562378,3.37112307548523,2.65,,,,,,,
810,PATEX6,P620,,2008-10-16,-54,-37.4485,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,16.888,1154.21,34,6,8.061,0.105108,3,4,11.7,11.7,33.71,,2.76,0.14,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,1835986233,79455233.33,1500,2260333.333,3648433.333,6000,10500,7500,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02472,,,,,3.87009406089783,33.6647109985352,0.29274109005928,-7.73893928527832,27.3189201354981,0.611046969890594,3.87786173820496,12.2635908126831,4.57638359069824,23.79,,,,,,,
811,PATEX6,P621,,2008-10-16,-53.784,-37.2913,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,17.023,1211,34,5.5222,8.0612,0.100697,2.9471,4,12.3,12.3,33.31,,2.28,0.19,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,1006683067,74037933.33,1500,456866.6667,1375600,6000,10500,7500,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.96944,,,,,4.07439184188843,34.1267890930176,0.274040460586548,-7.95845699310303,34.9828186035156,0.540801048278809,3.61439704895019,13.6141004562378,3.37112307548523,13.57,,,,,,,
812,PATEX6,P622,,2008-10-17,-53.603,-37.203,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,17.845,1211,34,5,8.062,0.09613,2.358,4,17.8,17.8,33.96,,0.22,0.21,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,828830000,3000,1500,7500,924733.3333,6000,10500,7500,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.50741,,,,,4.07439184188843,34.1267890930176,0.274040460586548,-7.95845699310303,34.9828186035156,0.540801048278809,3.61439704895019,13.6141004562378,3.37112307548523,9.82,,,,,,,
813,PATEX6,P623,,2008-10-17,-53.898,-37.1938,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,16.979,1217.01,34,5.9276,8.061,0.111167,2.0119,4,11,11,33.82,,1.57,0.21,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,80000,65459966.67,4059300,1500,12356400,1846466.667,6000,3148200,246000,387500,40000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32429,,,,,4.07439184188843,34.1267890930176,0.274040460586548,-7.95845699310303,34.9828186035156,0.540801048278809,3.61439704895019,13.6141004562378,3.37112307548523,4.34,,,,,,,
814,PATEX6,P624,,2008-10-17,-54.203,-37.201,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,15.977,1493,33.238,6,8.06,0.122824,2.05,4,10.4,10.4,33.85,,2.06,0.27,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,1653626000,3613033.333,1500,7500,6000,6000,10500,7500,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.82276,,,,,3.87009406089783,33.6647109985352,0.29274109005928,-7.73893928527832,27.3189201354981,0.611046969890594,3.87786173820496,12.2635908126831,4.57638359069824,19.39,,,,,,,
815,PATEX6,P625,,2008-10-17,-54.502,-37.2002,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.707,1321.76,33,6,8.0588,0.142366,2.0515,4,10.4,10.4,33.79,,1.96,0.51,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,1100142067,3000,1500,2260333.333,5889666.667,6000,29000,7500,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57048,,,,,3.87009406089783,33.6647109985352,0.29274109005928,-7.73893928527832,27.3189201354981,0.611046969890594,3.87786173820496,12.2635908126831,4.57638359069824,13.82,,,,,,,
816,PATEX6,P626,,2008-10-17,-54.998,-37.2057,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14.059,1575.29,33,6,8.057,0.139389,2.0504,4.8752,11.7,11.7,33.58,,0.71,0.19,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,7748543967,45145666.67,1500,7500,24500,6000,29000,7500,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9765,,,,,3.87009406089783,33.6647109985352,0.29274109005928,-7.73893928527832,27.3189201354981,0.611046969890594,3.87786173820496,12.2635908126831,4.57638359069824,91.34,,,,,,,
817,PATEX6,P627,,2008-10-17,-55.087,-37.4145,Phytoplankton,4,Niskin,Bottles,,,,5,150,5,,Estimated,from,Biovolume,Cristina,Gonz�lez,,,14,1658.81,33,6,8.057,0.140048,2.9169,4.0831,12.4,12.4,33.6,,1.24,0.25,mm3,m-3,mm-3,0,0,0,0,0,0,0,0,0,1500,1978202433,3000,1500,5416400,924733.33,6000,29000,7500,10500,1500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.61273,,,,,3.72568011283875,34.0160903930664,0.315509110689163,-8,22.5856189727783,0.637421190738678,3.75294971466064,10.7909002304077,5.64489841461182,23.62,,,,,,,
