"","X","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","slope_OSLR_max.to.NA","intercept_OSLR_max.to.NA","p_value_olsr","r.square.olsr","N.bins.used","x.value.of.maximum","rob_reg__slope","rob_reg_intercept","slope_ratio_OLSR_RR"
"90","2014","#REF!","sn010_2016_m130","1108","c_m130_079","16.09.21",-32.0016666666667,-11.4996666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5091,1,"Estimated from Biovolume","Rainer Kiko",3.28284,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.7865,4.19429294140779,34.9188376130554,221.898670861188,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85926966143624,7.35638893873481,7.15018512457072,4.40570329691768,2.31040227257452,1.19672370543029,NA,0.91140681107128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.713483944,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.713483944,-0.686965183059641,-2.12719879294763,0.00759153498614805,0.932545695703882,5,3.05e-05,-0.335216272982204,-0.72850129911916,1
"91","2016","#REF!","sn010_2016_m130","1110","c_m130_081","16.09.22",-32.8851666666667,-11.501,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3527,2,"Estimated from Biovolume","Rainer Kiko",4.0194,"Day",NA,NA,NA,NA,NA,NA,NA,NA,26.1801,5.3483853166714,34.9469517182619,211.959792672536,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.60152911890646,8.08774211432352,5.0296596087044,5.53881845561073,3.34465833366665,2.22039897325703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.505372465,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.505372465,-0.431843805358296,-1.04536810398487,0.0117367029151064,0.910238415945633,5,3.05e-05,-0.287550998968334,-0.0869926312694576,1.06575887667931
"92","2033","#REF!","sn010_2016_m130","1143","c_m130_100","16.09.28",-34.9598333333333,-5.649,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,300,2,"Estimated from Biovolume","Rainer Kiko",2.64825,"Night",NA,NA,NA,NA,NA,NA,NA,NA,26.9106,20.6006108108108,36.4060837837838,197.36402027027,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9868475428104,3.12477205011666,2.8982155443504,4.58522671174677,0.739808020313526,0.844582345271801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.692551563,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.692551563,-0.525622809785039,-1.78410529493819,0.049170796456009,0.661010895043022,6,1.53e-05,-0.42191510241225,-0.65773046603091,1.02586460296393
"93","2034","#REF!","sn010_2016_m130","1144","c_m130_101","16.09.28",-34.9333333333333,-5.638,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,686,1,"Estimated from Biovolume","Rainer Kiko",1.74141,"Night",NA,NA,NA,NA,NA,NA,NA,NA,26.8588,13.8812832844575,35.4295960410557,191.957434017595,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6841184610241,10.2324508569438,9.47093836772918,2.60475910499243,1.67606979508097,1.60240319181083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704549304,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",0.704549304,-0.734029177394426,-2.31669255588388,0.00301651932413629,0.911669958451799,6,1.53e-05,-0.420071295546732,-0.53605047962316,1
"94","2043","#REF!","sn010_2016_m130","1153","c_m130_110","16.09.29",-33.0003333333333,-5.29466666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1475,1,"Estimated from Biovolume","Rainer Kiko",2.07801,"Day",NA,NA,NA,NA,NA,NA,NA,NA,26.8085,7.89716709286676,34.8629097577389,161.985551816958,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45562588547652,11.6732567415908,23.595214551775,22.7765353298974,15.4077831081443,2.02869347250973,1.30108220526235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.861483522,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.861483522,-1.18470413907738,-3.41185426355602,0.0231582781778945,0.860329948481159,5,6.1e-05,-0.758149201524154,-1.95795202757942,1.03109787554606
"95","2045","#REF!","sn010_2016_m130","1155","c_m130_112","16.09.30",-32.001,-5.11616666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4552,1,"Estimated from Biovolume","Rainer Kiko",3.02544,"Day",NA,NA,NA,NA,NA,NA,NA,NA,26.7155,4.37841038047064,34.892761952936,217.557970090169,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4352495520258,9.97145476402756,20.970214077197,17.5260797780687,16.8609644429416,7.89198148203306,4.60711169837516,3.75057990700192,NA,2.16475086099735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.767950096,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.767950096,-0.551141975728729,-0.920230810122433,0.00192449445228249,0.929226546763375,6,6.1e-05,-0.446677334895074,-1.17801118449643,1
"96","2048","#REF!","sn010_2016_m130","1158","c_m130_115","16.09.30",-31.0011666666667,-4.99983333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4554,1,"Estimated from Biovolume","Rainer Kiko",3.069,"Night",NA,NA,NA,NA,NA,NA,NA,NA,26.8953,4.37249518681319,34.889622021978,215.620668131868,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31779235707326,NA,19.488568073735,23.4719218259046,14.2842966020634,15.7228786833084,3.94328234336739,5.0750387742816,1.6852131150175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.955916836,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.955916836,-0.727710798948472,-1.42525143146191,0.00559433387520275,0.880391812160116,6,0.000122,-0.926588379719199,-2.85433723858975,1
"97","2059","#REF!","sn010_2016_m131","1193","c_m131_012","16.10.20",12.25,-11,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1596,2,"Estimated from Biovolume","Rainer Kiko",3.66399,"Night",26,1155.45435,35,4,8.210057,0.070436,3,2,21.3245,7.47575452830189,34.8738749685535,107.479056603774,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9636254620259,13.0688088637289,18.0527367129015,31.7253423362446,4.69570717664413,12.0767915447794,2.7446418258454,1.02145641015035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.077942642,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.077942642,-1.06855570619488,-2.79791243092375,0.0468777662808502,0.780609741279138,5,0.000122,-0.380845199821684,-0.732281892408803,1.01135138250677
"98","2061","#REF!","sn010_2016_m131","1208","c_m131_014","16.10.23",10.89667,-6.60667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1619,2,"Estimated from Biovolume","Rainer Kiko",2.58687,"Day",26,2084.68945,34,4,8.219955,0.14057,1,2,25.9266,7.60198271375465,34.8906066294919,127.887812887237,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15874986106927,13.0635891111545,11.1467334641453,9.48728749525731,5.38109616859052,5.40675526239488,3.92973255791602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.051440588,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.051440588,-0.360344012740397,-0.489572472771073,0.00105774454483325,0.947363984617353,6,3.05e-05,-0.668922265414946,-1.45128922867796,1
"99","2062","#REF!","sn010_2016_m131","1210","c_m131_015","16.10.23",11,-6.56667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1434,2,"Estimated from Biovolume","Rainer Kiko",1.90278,"Day",26,2188.10181,34,4,8.219902,0.185425,1,2,25.7442,8.18127400419287,34.8958682040531,118.366142557652,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38957728551622,20.6845108179052,10.0465872186336,5.90334931893181,6.9139887061164,2.07065334323646,NA,1.09957329441461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.068994043,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.068994043,-0.71799011302674,-1.96103527561606,0.0184971587732453,0.87925606605379,5,3.05e-05,-0.485379168608093,-1.13941697595235,1.03099759502278
"100","2063","#REF!","sn010_2016_m131","1212","c_m131_016","16.10.23",11.09982,-6.535,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1165,2,"Estimated from Biovolume","Rainer Kiko",1.67508,"Day",26,2286.25024,34,4,8.219913,0.209756,1,2,25.6003,9.09649732988803,34.9097098191215,104.435633074935,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6461084314647,8.12893936986734,21.3438648178029,10.0352778818531,11.4187295317373,4.76780770625723,2.84793493699693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.132555482,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.132555482,-0.688348736995942,-1.58242061317302,0.00982019066527457,0.920128355481574,5,6.1e-05,-1.65183245830715,-5.02262411578402,1
"101","2074","#REF!","sn010_2016_m131","1246","c_m131_030","16.10.27",12.91667,-10.88815,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1271,2,"Estimated from Biovolume","Rainer Kiko",2.32155,"Night",26,1263.98206,35,4,8.210007,0.088479,3,2,22.6893,8.53818441455696,34.8660172468354,91.6984006334125,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9723793368893,13.1735843542526,29.165419776006,16.4915806966987,14.3087580926441,1.54126118665704,1.20261641539581,NA,1.09669852689143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.900841704,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.900841704,-1.26157463188393,-3.7363179685952,0.0174904291003647,0.883567336618848,5,6.1e-05,-0.519769586674865,-1.21510474777275,1.21208901970702
"102","2075","#REF!","sn010_2016_m131","1248","c_m131_031","16.10.28",13.00833,-10.84382,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1210,2,"Estimated from Biovolume","Rainer Kiko",2.93634,"Night",26,1301.0929,35,4,8.21,0.093957,3,2,23.0174,8.88134081463009,34.9200345802161,90.5409975062344,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06596354085745,18.5369754641053,15.2536187650784,18.2377573412624,6.03341738373389,2.41880791406597,1.03124287804203,1.01093851151742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.728494624,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.728494624,-0.83122639766479,-2.30358433726635,0.000913658833790862,0.907530558708562,7,3.05e-05,-0.650163972051376,-1.61906270257175,1.0018100248919
"103","2076","#REF!","sn010_2016_m131","1250","c_m131_032","16.10.28",13.05267,-10.79888,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1143,1,"Estimated from Biovolume","Rainer Kiko",1.68597,"Night",25.988918,1313.88745,35,4,8.210038,0.096568,3,2,23.2279,9.07222759226713,34.9166507029877,87.2170123022847,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02584530994897,9.34561476933048,27.4729474166477,18.7432865127845,8.33799446885723,7.27211936297789,1.9270223428625,4.84588244446994,NA,1.23750565733236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.721866636,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.721866636,-0.644451026880742,-1.32029026004844,0.0214720012500492,0.770608659352148,6,6.1e-05,-1.33612337631076,-5.60611732226366,0.999999999999998
"104","2077","#REF!","sn010_2016_m131","1254","c_m131_034","16.10.28",13.13333,-10.73308,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,690,1,"Estimated from Biovolume","Rainer Kiko",2.02356,"Day",25.935936,1327,35,4,8.210189,0.107294,3,2,24.5717,12.2989943065693,35.1691173722628,63.8663357664234,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04044806335717,11.1770848576497,12.4326180369848,8.94208198992924,5.587043125534,5.80051290903863,2.13585635466189,NA,0.879502846921674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.885694717,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.885694717,-0.5705741719292,-1.28396696596695,0.0165486384432014,0.887683940296276,5,6.1e-05,-0.283611435790445,-0.427731004667418,0.919350038188607
"105","2085","#REF!","sn010_2016_m131","1275","c_m131_042","16.10.30",11.21783,-14.95038,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,2918,3,"Estimated from Biovolume","Rainer Kiko",3.22344,"Day",22.461344,1079.396,35,4,8.203039,0.120194,4,3,23.123,5.47424974235658,34.8897042253521,159.692521470285,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80747733462497,16.1031140730712,23.6431643530705,20.4375229012462,13.5628172928369,3.20342195688963,2.5580019421699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.169594499,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.169594499,-0.908747128607014,-2.33686853234136,0.0142991310818412,0.89788103859211,5,6.1e-05,-0.134971857173164,0.430319587858248,1
"106","2086","#REF!","sn010_2016_m131","1277","c_m131_043","16.10.30",11.35133,-15.01583,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,2705,1,"Estimated from Biovolume","Rainer Kiko",3.23235,"Day",22.755636,1111.78577,35,4,8.203,0.116304,4,3,17.8586,5.68060770655798,34.8944954057058,154.73336050389,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0253174444173,15.7744943175379,33.1605792516612,27.5611327103755,25.3396892060652,18.5199380639909,4.1716671991818,1.41907030085341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.144751627,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.144751627,-0.89573469023621,-2.03357355610547,0.0116595373438669,0.828991642211528,6,6.1e-05,-0.340990518270978,-0.140288687625789,0.973676978186647
"107","2087","#REF!","sn010_2016_m131","1279","c_m131_044","16.10.30",11.48333,-15.08292,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1555,1,"Estimated from Biovolume","Rainer Kiko",3.10662,"Night",22.874664,1367.44959,35,4,8.203,0.120419,4.180665,3.008137,20.6445,7.50739289405685,34.8792055555556,108.669541343669,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4467058177836,28.9419424434029,35.4446264055496,60.307330030105,24.8613986523319,11.7444737857138,7.51100376223293,12.0205838882716,2.88711758865068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.705496375,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.705496375,-0.734515691697144,-1.21144019946344,0.00923535869613637,0.847270309911029,6,0.000122,-0.536028290605599,-1.09969532431958,1
"108","2088","#REF!","sn010_2016_m131","1281","c_m131_045","16.10.30",11.58253,-15.13213,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,2018,1,"Estimated from Biovolume","Rainer Kiko",2.25522,"Night",22.897148,1572.85169,35,4,8.203,0.127831,4.835436,3.103938,20.2837,6.56589228855721,34.8827312935323,132.804417910448,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1560608359331,28.2215233515331,25.5726565064662,20.4764357586516,6.98480467108967,9.15981558072593,3.17880895845987,NA,0.80506608875762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.291374393,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.291374393,-0.6212280859481,-1.25806031855654,0.00635702783986492,0.872680587755301,6,3.05e-05,-0.685911704731107,-1.83695555049518,0.995208036220359
"109","2089","#REF!","sn010_2016_m131","1283","c_m131_046","16.10.30",11.66967,-15.18367,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1575,2,"Estimated from Biovolume","Rainer Kiko",2.92446,"Night",22.658148,1611.27832,35,4,8.203,0.138556,4.993761,3.532297,20.795,7.45389140127388,34.8667317834395,111.483802547771,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2757432910572,22.3376659074892,16.3039976159297,18.759297154608,18.3311322120224,4.59396561308424,2.11438869849962,1.44169902306075,0.694773479701001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.880407553,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.880407553,-0.761670296631725,-1.87616184217221,0.000390080879031068,0.893813857875932,8,3.05e-05,-0.737808193701085,-1.90269213416844,0.904496140506385
"110","2090","#REF!","sn010_2016_m131","1285","c_m131_047","16.10.31",11.75162,-15.21755,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1341,2,"Estimated from Biovolume","Rainer Kiko",2.57499,"Night",22.282701,1613,35,4,8.203,0.148669,5,3.90261,22.4259,8.11179267015707,34.8649175018698,96.9406806282722,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2091433826289,33.705532656974,33.3215689495442,34.5057372582911,19.4276761885351,3.94069806747975,5.03605489108826,3.75035303411862,0.934158033689894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.997714664,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.997714664,-0.936919862616229,-2.18344779144734,0.00501656759631285,0.886607061825344,6,0.000122,-0.651099072601854,-1.44583365287821,1.00000198512359
"111","2100","#REF!","sn010_2016_m131","1335","c_m131_060","16.11.02",11.58295,-17.99833,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,176,39,"Estimated from Biovolume","Rainer Kiko",0.43659,"Night",17.01516,2482.85352,35,4.930124,8.198027,0.167249,5.984841,5,15.8403,15.0504585185185,35.4622155555556,118.284074074074,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8974359439464,26.1974071071614,92.7101895948286,91.0669457934728,56.9466378445198,57.362854165171,18.6325803021798,25.9666706334462,16.2768084303159,3.39679075762511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.127896943,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.127896943,-0.605094224883892,-0.429164669668348,0.0011358155018104,0.849311187632536,8,6.1e-05,-0.637308759637817,-1.37934169271817,1
"112","2104","#REF!","sn010_2016_m131","1351","c_m131_064","16.11.03",10.58293,-17.99983,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3515,1,"Estimated from Biovolume","Rainer Kiko",2.82051,"Night",18.96467,2038.18079,35,5,8.198,0.16711,5,4,17.9357,4.65966016538352,34.8429833190761,172.653776383343,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9220405399359,49.8363370219806,62.7286687412657,67.4761795771672,18.2026783271538,22.7517292907263,4.37577494719786,5.98759561650232,1.82595716628098,4.23317540035563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.216822662,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.216822662,-0.733641777644767,-1.24386237333087,0.0077808786183073,0.786448931624634,7,0.000122,-0.311102405800159,0.051086327918678,1.06807498548279
"113","2105","#REF!","sn010_2016_m131","1353","c_m131_065","16.11.03",10.9165,-17.99983,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,2798,1,"Estimated from Biovolume","Rainer Kiko",2.73339,"Day",18,2056.5437,35,5,8.198,0.164733,5,4.242031,16.6174,5.35321102756892,34.8566745793054,161.599527389903,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5811066156389,27.8978854692458,31.8463878781909,35.7052230222703,22.9741584700857,23.5069594030507,5.78406664688631,5.98884806817733,3.73269008161719,6.56429336921839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.253678932,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.253678932,-0.519464031710673,-0.533220984203913,0.00947454558018678,0.769623833362825,7,0.000122,-1.52525951077109,-4.66745617686965,1.03967971507351
"114","2106","#REF!","sn010_2016_m131","1356","c_m131_066","16.11.03",11.11543,-17.99983,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1974,2,"Estimated from Biovolume","Rainer Kiko",1.30878,"Day",18,2109.40772,35,5,8.198,0.165202,5,4.961158,16.5849,6.34035231081767,34.8368739969528,133.087968511935,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1629571002407,59.4276847952416,93.4663527536511,67.7699164886236,41.2963000806605,17.5740193656146,15.2918718412574,5.77032901367449,12.2971605547358,6.34944351946771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.574116632,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.574116632,-0.573579120835391,-0.50045274324278,0.00061260890869266,0.876861542362014,8,6.1e-05,-0.977531477791324,-2.55718706647685,1
