,ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,sizerangeminimum_g,sizerangeMax_g,size_range_minimum_micron,size_range_maximum_micron,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST_model,primprod,salinity,O2_dissolved,pH,chla_model,nitrate_model,silicate_model,SST_C_insitu,Temperature_C_insitu,Temperature_C_insitu_OK,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m3_insitu,Nitrate__uM_L1_insitu,log_mm3_individual_insitu,X.10.2041199826559,X.9.90308998699194,X.9.60205999132796,X.9.30102999566398,X.9,X.8.69897000433602,X.8.39794000867204,X.8.09691001300806,X.7.79588001734408,X.7.4948500216801,X.7.19382002601611,X.6.89279003035213,X.6.59176003468815,X.6.29073003902417,X.5.98970004336019,X.5.68867004769621,X.5.38764005203223,X.5.08661005636825,X.4.78558006070427,X.4.48455006504029,X.4.1835200693763,X.3.88249007371232,X.3.58146007804834,X.3.28043008238437,X.2.97940008672038,X.2.6783700910564,X.2.37734009539242,X.2.07631009972843,X.1.77528010406445,X.1.47425010840047,X.1.17322011273649,X.0.872190117072509,X.0.571160121408528,X.0.270130125744547,X0.0308998699194346,X0.33192986558341,X0.632959861247397,X0.933989856911378,X1.23501985257536,X1.53604984823934,X1.83707984390332,X2.1381098395673,X2.43913983523128,X2.74016983089526,X3.04119982655924,X3.34222982222323,X3.64325981788721,X3.94428981355119,X4.24531980921517,X4.54634980487915,X4.84737980054313,X5.14840979620711,X5.4494397918711,X5.75046978753507,X6.05149978325976,X6.35252977892375,slope,Std.Error,minimum,maximum,comment,Conductivity_Mathilde,Salinity_Mathilde,Oxygen_Mathilde,AOU_Mathilde,MLD_Mathilde,Phosphates_Mathilde,Silicates_Mathilde,Temperature_Mathilde,Nitrates_Mathilde,Biomass_phytoplankton__ug_m3,target_target_org_code_code,SST,chla,nitrate,silicate,target.org.colour,slope.clean,new_slopes,rob_reg__slopes,p_values_olsr_slopes,r.square.olsr,ratio_slopes_rr_olsr
453,453,ACEx/SIMTECO,5,,2012-06-13,-46.8607,-25.7867,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,23,727,35,5,8.0701,0.054766,1,5,20.49,20.49,20.49,35.76,NA,0.33,NA,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118097140,27367580,5712000,6120000,6464000,2780000,260000,860000,700000,300000,NA,20000,NA,20000,NA,-40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91334,NA,NA,NA,,5.1482081413269,35.5035133361816,0.227901637554169,-8,90.3940048217773,0.125460162758827,1.34718990325928,21.7129096984863,0.648017168045044,3.98,4,20.49,0.054766,1,5,Phytoplankton,-0.91334,-0.91333596860981,-0.909396751753441,7.3435288413725E-07,0.922010173707123,0.995682606426348
454,454,ACEx/SIMTECO,7,,2012-06-13,-48.2371,-27.0009,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,22,1401.93,35,5,8.0639,0.088706,1,5,19.55,19.55,19.55,34.19,NA,1.46,NA,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308788380,246890460,57176000,34714000,68707000,87300000,12842000,13800000,NA,4000000,200000,400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87897,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.07,4,19.55,0.088706,1,5,Phytoplankton,-0.87897,-0.878973399900977,-0.866719121732753,2.92027241393675E-05,0.86898506215204,0.9860622339019
455,455,ACEx/SIMTECO,9,,2012-06-14,-46.8645,-27.0001,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,23,453.99,36,5,8.0723,0.039858,1,4,21.61,21.61,21.61,36.2,NA,0.57,NA,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60945760,46321320,2040000,4760000,1848000,1260000,760000,560000,240000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00682,NA,NA,NA,,5.22850227355957,35.961612701416,0.223704874515533,-7.21693515777588,97.9096221923828,0.195265799760819,0.889698147773743,21.6863899230957,0.586495041847229,11.43,4,21.61,0.039858,1,4,Phytoplankton,-1.00682,-1.00682328597617,-1.04568267283628,2.9599725957389E-05,0.899069127359773,1.03859942475942
456,456,ACEx/SIMTECO,12,,2012-06-14,-46.3285,-27.0011,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,24,406.11,36,5,8.0772,0.033977,1,4,23.18,23.18,23.18,37.08,NA,0.23,0.05,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261836166.7,259856633.3,18360000,25741766.67,13831533.3,2408000,1696000,1760000,460000,240000,40000,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15125,NA,NA,NA,,5.22850227355957,35.961612701416,0.223704874515533,-7.21693515777588,97.9096221923828,0.195265799760819,0.889698147773743,21.6863899230957,0.586495041847229,4.41,4,23.18,0.033977,1,4,Phytoplankton,-1.15125,-1.15124627172972,-1.15405907711595,1.82687259014274E-08,0.962610824409517,1.00244002355349
457,457,ACEx/SIMTECO,13,,2012-06-13,-47.8407,-29.5031,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,23,592.05,35,5,8.0657,0.039418,1,4,20.74,20.74,20.74,36.71,NA,0.17,0.04,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145183640,61226940,39780000,13236000,15542380,3408000,1180000,1620000,1000000,4472000,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.80741,NA,NA,NA,,5.1829023361206,35.7585983276367,0.222757905721664,-7.35419702529907,109.489715576172,0.159342780709267,2.25024461746216,20.8902912139893,0.322475552558899,4.11,4,20.74,0.039418,1,4,Phytoplankton,-0.80741,-0.807409682836019,-0.888345888946382,3.68434541509227E-05,0.862137737901201,1.10024137544294
458,458,ACEx/SIMTECO,19,,2012-06-17,-49.2086,-28.9988,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,21,1048.14,34,5,8.0686,0.146346,0,5,18.64,18.64,18.64,33.19,NA,1.5,NA,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73675280,33410500,22236000,6936000,5356000,7280000,200000,1788000,848000,120000,NA,1300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.70952,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.85,4,18.64,0.146346,0,5,Phytoplankton,-0.70952,-0.709515414979765,-0.746730548952589,0.00139387997839451,0.696624153687385,1.05244467943481
459,459,ACEx/SIMTECO,20,,2012-06-18,-49.7563,-31.5075,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,21.082,702.63,34,5,8.0368,0.054579,0,4,20.24,20.24,20.24,35.63,NA,1.06,NA,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390048480,32504040,60239000,21441000,18578000,11205000,600000,1900000,500000,2242000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9108,NA,NA,NA,,4.95401668548584,34.4148101806641,0.222171083092689,-1.16383957862854,94.8727798461914,0.356482237577438,5.2458381652832,18.3666095733643,0.535211861133575,13.19,4,20.24,0.054579,0,4,Phytoplankton,-0.9108,-0.910804381372151,-0.906266467760323,0.000427473200798292,0.805344258633674,0.995022472288453
460,460,ACEx/SIMTECO,21,,2012-06-18,-49.8235,-31.4691,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,21.052,701.42,34,5,8.0363,0.057877,0,4,19.29,19.29,19.29,34.92,NA,1.41,NA,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68517980,7321300,1496000,8160000,2840000,3160000,400000,880000,300000,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8283,NA,NA,NA,,4.95401668548584,34.4148101806641,0.222171083092689,-1.16383957862854,94.8727798461914,0.356482237577438,5.2458381652832,18.3666095733643,0.535211861133575,25.65,4,19.29,0.057877,0,4,Phytoplankton,-0.8283,-0.828296921428571,-0.843035709224988,0.000419166175515694,0.806275278131832,1.01779030450922
462,462,ACEx/SIMTECO,25,,2012-06-19,-51.124,-33.7775,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,20,988.74,34,5,8.0503,0.082655,1,4.1027,18.23,18.23,18.23,35.04,NA,1.59,0.18,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63924140,37789640,952000,7752000,4246920,730000,240000,580000,160000,100000,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92347,NA,NA,NA,,4.9008092880249,34.6571998596191,0.228366151452064,5.64723062515259,66.5726165771484,0.573388576507568,8.01692867279053,18.0499992370606,2.89376592636108,20.47,4,18.23,0.082655,1,4.1027,Phytoplankton,-0.92347,-0.923469918256859,-0.979080197364703,4.74263363250078E-05,0.854299361199849,1.06021873733278
463,463,ACEx/SIMTECO,27,,2012-06-19,-51.4153,-33.7426,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,19.817,1011.32,34,5,8.0492,0.095808,1,5,19.81,19.81,19.81,36.11,NA,0.92,0.04,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083460,45565320,22621200,952000,7616000,4080000,300000,300000,740000,100000,NA,40000,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67857,NA,NA,NA,,4.9008092880249,34.6571998596191,0.228366151452064,5.64723062515259,66.5726165771484,0.573388576507568,8.01692867279053,18.0499992370606,2.89376592636108,21.12,4,19.81,0.095808,1,5,Phytoplankton,-0.67857,-0.678571231326165,-0.709079663897266,0.00138365947311348,0.657052545582963,1.04496170461009
464,464,ACEx/SIMTECO,29,,2012-06-19,-51.7543,-33.6915,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,18.201,1562,33.146,5,8.047,0.123026,1,5,14.64,14.64,14.64,33.54,NA,1.46,0.18,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166920,176603980,43646720,46308000,11748000,8640000,2060000,860000,1140000,1380000,440000,20000,40000,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84122,NA,NA,NA,,4.9008092880249,34.6571998596191,0.228366151452064,5.64723062515259,66.5726165771484,0.573388576507568,8.01692867279053,18.0499992370606,2.89376592636108,23.38,4,14.64,0.123026,1,5,Phytoplankton,-0.84122,-0.841216357960285,-0.951552719628732,3.00910848664759E-05,0.77791705260664,1.13115798439021
465,465,ACEx/SIMTECO,30,,2012-06-20,-52.1602,-33.6332,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,5,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,18,1774.53,33,5,8.0447,0.157338,1,5,14.49,14.49,14.49,31.85,NA,5.5,0.12,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214525080,87361540,51204000,8976000,6604000,5720000,1460000,1140000,1328000,280000,NA,700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83826,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.83,4,14.49,0.157338,1,5,Phytoplankton,-0.83826,-0.838260996147575,-0.892594572156986,1.14484067318057E-05,0.893335673601857,1.06481828091163
466,466,AMT1,AMT1_01,,1995-09-25,-9.1461,48.9313,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,13,544.09,35,5.1178,8.21,0.086164,4,1,16.65,16.65,16.65,35.51,NA,0.65,0.08,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,1755080000,NA,NA,1840000,670290000,80000,4620000,4120000,1700000,640000,3800000,40000,620000,120000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88154,NA,NA,NA,,4.52770662307739,35.462589263916,0.251842558383942,-7.85167026519775,35.6111221313477,0.0785968527197838,0.621411144733429,16.9253902435303,0.625050723552704,13.63,4,16.65,0.086164,4,1,Phytoplankton,-0.88154,-0.88153669463845,-0.911215317607264,0.00302876033179388,0.565469923453489,1.03366304150381
467,467,AMT1,AMT1_02,,1995-09-25,-9.1461,48.9313,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,50,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,13,544.09,35,5.1178,8.21,0.086164,4,1,16.65,16.58,16.58,35.51,NA,0.56,2.13,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,2163590000,NA,240000,5200000,293040000,1600000,6050000,1880000,33440000,720000,1280000,40000,60000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84997,NA,NA,NA,,4.52770662307739,35.462589263916,0.251842558383942,-7.85167026519775,35.6111221313477,0.0785968527197838,0.621411144733429,16.9253902435303,0.625050723552704,11.53,4,16.65,0.086164,4,1,Phytoplankton,-0.84997,-0.849965984351962,-0.943285379678661,0.00598506055382456,0.51162991447468,1.10978667444576
468,468,AMT1,AMT1_03,,1995-09-26,-14.8529,47.9217,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,14,643.27,35,5.8474,8.2241,0.059089,4,1,17.43,17.43,17.43,35.56,NA,0.43,0.09,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,2216550000,NA,NA,4070000,883020000,1600000,20000,4700000,38460000,1040000,500000,100000,220000,520000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89883,NA,NA,NA,,4.60969352722168,35.6329116821289,0.243742734193802,-7.93380737304687,40.4334144592285,0.220691844820976,0.227863341569901,17.4371089935303,0.253213137388229,20.57,4,17.43,0.059089,4,1,Phytoplankton,-0.89883,-0.898834035183902,-0.928344135749302,0.00544140169527657,0.519501521806597,1.03283617118844
469,469,AMT1,AMT1_04,,1995-09-26,-14.8529,47.9217,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,40,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,14,643.27,35,5.8474,8.2241,0.059089,4,1,17.43,15.38,15.38,35.55,NA,0.86,0.09,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,1860990000,NA,NA,9760000,781710000,1040000,3150000,15360000,9060000,560000,640000,300000,200000,2280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83622,NA,NA,NA,,4.60969352722168,35.6329116821289,0.243742734193802,-7.93380737304687,40.4334144592285,0.220691844820976,0.227863341569901,17.4371089935303,0.253213137388229,20.96,4,17.43,0.059089,4,1,Phytoplankton,-0.83622,-0.836221590148618,-0.825711316204174,0.0027843858650369,0.607950281861669,0.987433111147993
470,470,AMT1,AMT1_05,,1995-09-27,-19.9849,47.0132,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,14.022,632.72,35,6,8.2332,0.056259,4,1,18.03,18.03,18.03,35.6,NA,0.18,0.08,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,650590000,NA,NA,1920000,268600000,480000,7580000,4450000,1720000,400000,220000,120000,20000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05946,NA,NA,NA,,4.615562915802,35.6637115478516,0.243184074759483,-8,40.3073844909668,0.208903506398201,0.288997769355774,17.4542999267578,0.418431788682938,5.05,4,18.03,0.056259,4,1,Phytoplankton,-1.05946,-1.05946398554832,-1.16098532237036,0.00017162018411127,0.77119977293523,1.09582742375395
472,472,AMT1,AMT1_07,,1995-09-28,-20.0313,42.2547,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,16,461.56,35,5,8.237,0.05181,2,1,19.44,19.44,19.44,35.94,NA,0.12,NA,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,499290000,NA,NA,960000,257380000,80000,25720000,3460000,20880000,720000,100000,40000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97464,NA,NA,NA,,4.90129661560059,35.896312713623,0.229271873831749,-6.85071611404419,38.225154876709,0.0667146518826485,1.34176409244537,20.1608104705811,0.030967315658927,7.89,4,19.44,0.05181,2,1,Phytoplankton,-0.97464,-0.974638124657377,-1.11716504018235,0.012615374847358,0.517232324947884,1.14623352230808
473,473,AMT1,AMT1_08,,1995-09-28,-20.0313,42.2547,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,60,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,16,461.56,35,5,8.237,0.05181,2,1,19.44,16.19,16.19,35.84,NA,0.44,1.15,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,1611340000,NA,NA,7350000,332010000,240000,3150000,2100000,1100000,840000,440000,300000,NA,NA,40000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93897,NA,NA,NA,,4.90129661560059,35.896312713623,0.229271873831749,-6.85071611404419,38.225154876709,0.0667146518826485,1.34176409244537,20.1608104705811,0.030967315658927,7.04,4,19.44,0.05181,2,1,Phytoplankton,-0.93897,-0.938970989210588,-0.846131320937037,0.000212145324891843,0.761532225891462,0.901127108360264
474,474,AMT1,AMT1_09,,1995-09-29,-19.9905,37.9107,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,18,325.47,36,5,8.2389,0.039926,1,1,21.74,21.74,21.74,36.41,NA,0.09,0.09,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,461460000,NA,NA,1920000,162750000,100000,100000,3080000,1080000,1040000,280000,140000,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85357,NA,NA,NA,,5.22829675674438,36.3545112609863,0.22046771645546,-7.66057872772217,34.822868347168,0.008736252784729,1.30761051177978,22.4584102630615,0.0497507005929947,3.34,4,21.74,0.039926,1,1,Phytoplankton,-0.85357,-0.853573728347822,-0.895819066240857,0.011391721640011,0.527310425654721,1.04949689684602
475,475,AMT1,AMT1_10,,1995-09-29,-19.9905,37.9107,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,90,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,18,325.47,36,5,8.2389,0.039926,1,1,21.74,15.62,15.62,36.07,NA,0.21,0.48,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,839720000,NA,NA,2740000,197170000,440000,340000,1480000,200000,480000,20000,340000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11124,NA,NA,NA,,5.22829675674438,36.3545112609863,0.22046771645546,-7.66057872772217,34.822868347168,0.008736252784729,1.30761051177978,22.4584102630615,0.0497507005929947,3.77,4,21.74,0.039926,1,1,Phytoplankton,-1.11124,-1.11124494080606,-1.10700133060087,0.00107131185145714,0.713276680034079,0.996185640006543
476,476,AMT1,AMT1_11,,1995-09-30,-20.8778,33.5972,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,20,302.93,36,5,8.2467,0.031053,0,1,23.33,23.33,23.33,36.72,NA,0.12,0.09,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,658150000,NA,NA,2320000,234080000,480000,1850000,1560000,1720000,280000,120000,140000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07199,NA,NA,NA,,5.44328260421753,36.7715110778809,0.219445124268532,-7.98006677627563,40.313720703125,0.0233875047415495,0.787005662918091,23.7250900268555,0.0654184147715569,4.11,4,23.33,0.031053,0,1,Phytoplankton,-1.07199,-1.07199449177238,-1.09563165902656,0.000501871863345794,0.75650109130193,1.02205399213291
477,477,AMT1,AMT1_12,,1995-09-30,-20.8778,33.5972,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,110,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,20,302.93,36,5,8.2467,0.031053,0,1,23.33,16.37,16.37,36.19,NA,0.23,0.5,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,529550000,NA,NA,1920000,100170000,640000,120000,2780000,9640000,160000,260000,220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8804,NA,NA,NA,,5.44328260421753,36.7715110778809,0.219445124268532,-7.98006677627563,40.313720703125,0.0233875047415495,0.787005662918091,23.7250900268555,0.0654184147715569,3.57,4,23.33,0.031053,0,1,Phytoplankton,-0.8804,-0.88040089297122,-0.88040089297122,0.0175113171305772,0.526633763516705,1.00000101427899
478,478,AMT1,AMT1_13,,1995-10-02,-21.8312,27.3734,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,22,307.38,37,5,8.231,0.028373,0,1,16.37,16.37,16.37,NA,NA,0.06,0.09,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,627890000,NA,NA,3360000,209660000,640000,240000,2100000,2200000,800000,160000,180000,20000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0184,NA,NA,NA,,5.5748119354248,37.0559997558594,0.220468178391457,-7.83914089202881,47.122989654541,0.0239909831434488,0.287868559360504,24.0604095458984,0.174486964941025,4.08,4,16.37,0.028373,0,1,Phytoplankton,-1.0184,-1.0184016997205,-0.995674517829388,0.000261331479944383,0.751637341508145,0.977685111772769
479,479,AMT1,AMT1_14,,1995-10-02,-21.8312,27.3734,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,80,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,22,307.38,37,5,8.231,0.028373,0,1,16.37,16.37,16.37,36.67,NA,0.34,1.62,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,975880000,NA,NA,1760000,179220000,640000,560000,1350000,580000,240000,160000,240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03203,NA,NA,NA,,5.5748119354248,37.0559997558594,0.220468178391457,-7.83914089202881,47.122989654541,0.0239909831434488,0.287868559360504,24.0604095458984,0.174486964941025,3.64,4,16.37,0.028373,0,1,Phytoplankton,-1.03203,-1.03202509713967,-1.02538944032772,0.0033964863215065,0.678480211492336,0.993565536203135
480,480,AMT1,AMT1_15,,1995-10-03,-21.1634,23.2831,phytoplankton,4,Niskin Bottles,,NA,NA,5,150,7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,22,414,36,5,8.2088,0.044723,2,1,25.16,25.16,25.16,36.79,NA,0.09,0.09,mm3 m-3 mm-3,NA,NA,NA,NA,NA,NA,839720000,NA,NA,4870000,144340000,400000,20000,720000,1260000,380000,180000,660000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93781,NA,NA,NA,,5.56623077392578,36.8033103942871,0.218140989542007,-8,39.5500373840332,0.0388871878385544,1.19848906993866,24.4991912841797,0.0155632523819804,3.58,4,25.16,0.044723,2,1,Phytoplankton,-0.93781,-0.93780627675162,-0.95412004607145,0.00910650720206382,0.548776843105951,1.01739163164335
